10	92828	120103	347688,643224
10	180405	300577	10771
10	320130	674578	22982
10	674578	677195	22982,101930421
10	677195	687629	101930421
10	687629	687718	100847086,101930421
10	687718	735683	100847086
10	855484	977564	23185
10	1034338	1064847	23560
10	1064847	1065876	91734,23560
10	1065876	1068606	91734
10	1068606	1071799	91734,55853
10	1071799	1085848	55853
10	1085848	1090138	3422,55853
10	1090138	1095110	3422
10	1095478	1178237	22884
10	1205708	1210612	399706
10	1228073	1568832	105
10	1568832	1599179	642394,105
10	1599179	1779670	642394
10	2047667	2056542	282980
10	2347277	2357269	399708
10	3107616	3108193	101927824
10	3108525	3179904	5214
10	3179920	3183824	10531
10	3183824	3210164	100507034,10531
10	3210164	3215003	100507034
10	3818188	3827473	1316
10	4067132	4070586	101927946
10	4093918	4131205	101927964
10	4243333	4286104	100652988
10	4426438	4452804	100507059
10	4692377	4697619	100216001
10	4697619	4704611	338588,100216001
10	4704611	4720346	338588
10	4828821	4890254	83592
10	4914093	4934167	389932
10	4934796	5025475	1645
10	5029967	5060223	1646,101930400
10	5077546	5149878	8644
10	5196335	5237425	340811
10	5237425	5244449	340811,1109
10	5244449	5260912	1109
10	5406972	5416169	114131
10	5435061	5446793	79861
10	5454514	5500426	10276
10	5540658	5541533	51806
10	5566924	5568225	810
10	5680830	5708558	79754
10	5726801	5805703	54906
10	5807186	5884095	2665
10	5903580	5931535	54522
10	5931535	5931869	84893,54522
10	5931869	5979556	84893
10	5990855	6020150	3601
10	6052652	6104288	3559
10	6130950	6159420	84991
10	6186881	6194159	5209
10	6194159	6194240	100422989,5209,100628560
10	6194240	6277495	100422989
10	6319650	6377944	399715
10	6469105	6622263	5588
10	6622381	6658414	439949
10	6660678	6667308	101928150
10	6821560	6884868	100507127
10	7200586	7453450	57713
10	7601232	7708961	80760
10	7745232	7791483	3698
10	7792925	7829990	22944
10	7830092	7849778	509
10	7860467	8058590	83860
10	8092413	8094205	399717
10	8094205	8095412	399717,399717
10	8095412	8095447	399717
10	8095567	8117161	2625
10	8301294	8310268	100507143
10	9317796	9329020	100507163
10	10100685	10105465	101928298
10	10826400	10836943	207107
10	10969021	10994197	254312
10	11047259	11117094	10659
10	11117094	11140436	10659,439950
10	11140436	11358797	439950
10	11358797	11361847	439950,414196
10	11361847	11378674	414196
10	11495945	11653304	9712,100507213
10	11653304	11653753	9712,100507213,439951
10	11653753	11654226	439951
10	11784365	11806069	79746
10	11865338	11891612	254427
10	11891612	11914276	254427,219731
10	11914276	11936699	219731
10	11962021	12085169	26019
10	12110971	12165224	55526
10	12171636	12172759	55176
10	12172759	12172815	100616488,55176
10	12172815	12207324	100616488
10	12207324	12211960	100616488,11164
10	12211960	12237964	11164
10	12237964	12238143	8872,11164
10	12238143	12292588	8872
10	12391481	12620752	57118
10	12620752	12620822	57118,100616151
10	12620822	12767253	100616151
10	12767253	12767352	100616151,100313841
10	12767352	12877545	100313841
10	12938627	13141449	83643
10	13141449	13141652	83643,10133
10	13141652	13180291	10133
10	13203554	13253104	55388
10	13259269	13259375	26827,26826,101954271
10	13263767	13276334	221044
10	13319796	13344412	5264
10	13359424	13390297	22929
10	13480484	13570974	222389
10	13628927	13652047	8559
10	13652047	13672868	101928497,101928524,8559
10	13672868	13685706	101928524,101928497
10	13685706	13710299	101928497,101928524,55691
10	13710299	14116283	55691
10	14116283	14129604	55691,101928453
10	14129604	14425199	101928453
10	14425199	14425276	101928453,100422843
10	14425276	14478575	100422843
10	14478575	14478660	100422843,100302116
10	14478660	14504141	100302116
10	14560556	14816896	83641
10	14861249	14880163	441549
10	14880163	14880574	51182,441549
10	14880574	14913740	51182
10	14920819	14939358	79723
10	14939358	14946314	64421,79723
10	14946314	14996431	64421
10	15001438	15030049	644890
10	15074226	15115851	55301
10	15119522	15130775	414149
10	15137384	15139179	221060
10	15139179	15139318	221060,10557
10	15139318	15144583	10557
10	15144583	15181817	10557,9397
10	15181817	15196801	9397
10	15196801	15197319	100192204,9397
10	15197319	15210692	100192204
10	15253642	15413061	221061
10	15555948	15762124	8516
10	15820169	15902519	80013
10	16478942	16555736	9317
10	16555742	16564004	389941
10	16632610	16859527	6251
10	16865963	17171830	8029
10	17184253	17244053	1787
10	17256238	17270258	100507347
10	17270258	17271984	100507347,7431
10	17271984	17279592	7431
10	17360382	17428935	338596
10	17428935	17455502	338596,100128098
10	17455502	17496329	100128098
10	17631958	17659376	9200
10	17686124	17757913	8027
10	17794251	17842867	101928799,653567
10	17851362	17887107	101928757
10	17887107	17887193	574445,101928757
10	17887193	17953178	574445
10	18041218	18089855	101928799,653567
10	18098352	18134036	4360,101928757
10	18134036	18134122	574445,101928757,4360
10	18134122	18200091	574445
10	18240768	18290715	221074
10	18290715	18299491	100129213,221074
10	18299491	18332221	100129213
10	18429606	18830798	783
10	18834490	18940551	221078
10	18948334	18970568	221079
10	19999257	20017479	101928834
10	20105168	20578785	84898
10	20840899	20840975	100616383
10	21068902	21414692	10529
10	21414692	21435488	10529,387638
10	21435488	21462943	387638
10	21462943	21463116	387638,100128511
10	21463116	21463977	100128511
10	21610890	21610996	100302741
10	21781587	21785491	399726
10	21785491	21785570	399726,100302129
10	21785570	21786191	100302129
10	21802407	21814611	387640
10	21823094	22032559	8028
10	22045466	22292698	64215
10	22497743	22498950	340900
10	22546715	22547477	100130992
10	22604903	22605317	23412
10	22605317	22609235	23412,100532731,648
10	22609235	22610140	100532731,648
10	22610140	22618471	100532731,648,648
10	22618471	22620413	648
10	22634399	22743153	9576
10	22823778	23003484	5305
10	23216953	23326518	219681
10	23384435	23410942	22921
10	23481256	23483181	256297
10	23556124	23633774	256815
10	23682334	23682396	100616217
10	23728198	23731308	220213
10	23983675	24564614	56243
10	24564614	24564710	693188,56243
10	24564710	24836772	693188
10	24872538	25012597	57584
10	25137536	25241533	56952
10	25270908	25305089	219670
10	25305587	25315593	79896
10	25447001	25463991	100128811
10	25463991	25465205	57512,100128811
10	25465205	25891155	57512
10	26223196	26501456	53904
10	26505236	26593487	2572
10	26727132	26856732	54518
10	26866605	26868024	101929117
10	26878794	26883253	645528
10	26932098	26942383	731789
10	26986588	27035522	23590
10	27035522	27035727	10006,23590
10	27035727	27150016	10006
10	27220135	27230930	387644
10	27280843	27389421	22852
10	27399383	27443753	10730
10	27443753	27444195	84930,10730
10	27444195	27475853	84930
10	27484146	27531059	91452
10	27535279	27548384	387646
10	27632365	27633846	101929180
10	27687116	27703297	374308
10	27793197	27831143	22931
10	27961804	28033715	283078
10	28033715	28034989	101929202,283078
