13	18897868	18897972	93492
13	18902607	18902686	93492
13	18904612	18904717	93492
13	18908365	18908445	93492
13	18910231	18910292	93492
13	18922215	18922303	93492
13	18922402	18922483	93492
13	18923304	18923364	93492
13	18936595	18936659	93492
13	18937394	18937457	93492
13	18937604	18937703	93492
13	18964989	18965042	93492
13	18965587	18965640	93492
13	18975363	18975373	93492
13	19323678	19324319	9205
13	19748002	19748298	7278
13	19751066	19751746	7278
13	19752385	19752533	7278
13	19753480	19753702	7278
13	19755884	19755886	7278
13	19997201	19997303	93492
13	19999086	19999156	93492
13	20000564	20000656	93492
13	20004607	20004686	93492
13	20006612	20006717	93492
13	20010365	20010445	93492
13	20012231	20012292	93492
13	20024215	20024303	93492
13	20024402	20024483	93492
13	20025304	20025364	93492
13	20038595	20038659	93492
13	20039394	20039457	93492
13	20039604	20039703	93492
13	20041364	20041483	93492
13	20048053	20048214	93492
13	20049712	20049762	93492
13	20056627	20056686	93492
13	20066989	20067042	93492
13	20067587	20067640	93492
13	20077363	20077373	93492
13	20207888	20208100	54737
13	20216254	20216409	54737
13	20220582	20221430	54737
13	20222561	20222660	54737
13	20224142	20224399	54737
13	20233134	20233259	54737
13	20233340	20233428	54737
13	20235837	20235977	54737
13	20237179	20237265	54737
13	20240564	20240718	54737
13	20242516	20242670	54737
13	20244375	20244502	54737
13	20245345	20245428	54737
13	20245973	20246014	54737
13	20277314	20277499	55269
13	20279801	20279970	55269
13	20283681	20283738	55269
13	20304378	20304483	55269
13	20315704	20315788	55269
13	20325410	20325606	55269
13	20333462	20333557	55269
13	20346381	20346682	55269
13	20356525	20356896	55269
13	20398616	20399374	9205
13	20409616	20409828	9205
13	20411684	20411960	9205
13	20412839	20413124	9205
13	20425494	20425587	9205
13	20425828	20426319	9205
13	20567212	20568058	7750
13	20576989	20577274	7750
13	20579213	20579378	7750
13	20580513	20580725	7750
13	20593686	20593757	7750
13	20600751	20600901	7750
13	20601342	20601457	7750
13	20605458	20605574	7750
13	20608393	20608543	7750
13	20610876	20611048	7750
13	20625572	20625737	7750
13	20626416	20626450	7750
13	20632714	20632843	7750
13	20633586	20633701	7750
13	20635192	20635363	7750
13	20636985	20637110	7750
13	20638590	20638684	7750
13	20640990	20641158	7750
13	20641378	20641529	7750
13	20656155	20656269	7750
13	20656920	20657171	7750
13	20657795	20657915	7750
13	20659961	20660153	7750
13	20716119	20717426	2700
13	20763039	20763719	2706
13	20796833	20797618	10804
13	20978267	20978380	51084
13	20978773	20978879	51084
13	20987420	20987525	51084
13	21006240	21006434	51084
13	21013731	21013892	51084
13	21063508	21063634	51084
