9	116799	118118	2298
9	121466	121572	55871
9	121960	122089	55871
9	123216	123281	55871
9	123385	123453	55871
9	134978	135029	55871
9	146101	146157	55871
9	152033	152077	55871
9	154708	154794	55871
9	156480	156526	55871
9	162431	162468	55871
9	163977	164036	55871
9	172080	172171	55871
9	173269	173365	55871
9	175697	175783	55871
9	177722	177767	55871
9	178815	178968	55871
9	214508	214976	157983
9	214976	215028	157983,81704
9	215028	215395	157983
9	271626	271728	81704
9	286460	286635	81704
9	289509	289580	81704
9	304580	304703	81704
9	311953	312165	81704
9	317042	317127	81704
9	325670	325736	81704
9	328021	328170	81704
9	332397	332477	81704
9	334224	334383	81704
9	336581	336717	81704
9	339005	339098	81704
9	340158	340320	81704
9	368017	368134	81704
9	370229	370299	81704
9	371427	371565	81704
9	372184	372285	81704
9	376209	376304	81704
9	376976	377210	81704
9	379770	379934	81704
9	382512	382684	81704
9	386330	386425	81704
9	390470	390565	81704
9	396784	396933	81704
9	399145	399258	81704
9	404917	405072	81704
9	406929	407068	81704
9	414781	414950	81704
9	418067	418206	81704
9	420400	420582	81704
9	420948	421077	81704
9	422047	422134	81704
9	426884	426980	81704
9	428361	428495	81704
9	429701	429853	81704
9	432165	432323	81704
9	433874	433974	81704
9	434782	434974	81704
9	439244	439387	81704
9	441285	441416	81704
9	441874	442008	81704
9	443426	443515	81704
9	446369	446605	81704
9	449783	449926	81704
9	452010	452116	81704
9	463516	463686	81704
9	464158	464218	81704
9	676972	677008	23189
9	710803	713463	23189
9	730050	730247	23189
9	731157	731265	23189
9	732377	732616	23189
9	734747	734834	23189
9	738284	738503	23189
9	740791	740933	23189
9	742204	742404	23189
9	744490	744588	23189
9	745172	745234	23189
9	841838	842191	1761
9	846959	847142	1761
9	893911	894194	1761
9	916762	916906	1761
9	967984	968138	1761
9	977001	977454	58524
9	990040	991004	58524
9	1051613	1052137	10655
9	1053721	1053823	10655
9	1055721	1055773	10655
9	1056215	1057272	10655
9	2029022	2029246	6595
9	2032951	2033080	6595
9	2039465	2039899	6595
9	2047228	2047483	6595
9	2054596	2054722	6595
9	2056671	2056844	6595
9	2058290	2058463	6595
9	2060815	2060985	6595
9	2070417	2070470	6595
9	2073211	2073341	6595
9	2073565	2073622	6595
